code_name,type,from,to,Month_from,Day_from,time_from,Month_to,Day_to,time_to,Sum of Sum of f_price,Sum of Sum of fees,Sum of Sum of total_price
Vietjet,Eco,Phú Quốc,Hà Nội,April,18,1899-12-30 10:45:00,April,18,1899-12-30 12:50:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,April,18,1899-12-30 10:50:00,April,18,1899-12-30 12:55:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,19,1899-12-30 06:30:00,April,19,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,19,1899-12-30 08:40:00,April,19,1899-12-30 10:40:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,April,19,1899-12-30 10:45:00,April,19,1899-12-30 12:50:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,April,19,1899-12-30 11:10:00,April,19,1899-12-30 01:05:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,20,1899-12-30 06:30:00,April,20,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,April,20,1899-12-30 10:45:00,April,20,1899-12-30 12:50:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,23,1899-12-30 02:35:00,April,23,1899-12-30 04:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,23,1899-12-30 06:30:00,April,23,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,24,1899-12-30 02:35:00,April,24,1899-12-30 04:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,24,1899-12-30 06:30:00,April,24,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,25,1899-12-30 02:35:00,April,25,1899-12-30 04:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,25,1899-12-30 06:30:00,April,25,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,April,25,1899-12-30 10:50:00,April,25,1899-12-30 12:55:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,26,1899-12-30 06:30:00,April,26,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,26,1899-12-30 08:40:00,April,26,1899-12-30 10:40:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,April,26,1899-12-30 11:10:00,April,26,1899-12-30 01:05:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,27,1899-12-30 06:30:00,April,27,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,30,1899-12-30 02:35:00,April,30,1899-12-30 04:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,30,1899-12-30 06:30:00,April,30,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,April,30,1899-12-30 07:05:00,April,30,1899-12-30 09:10:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,1,1899-12-30 02:35:00,May,1,1899-12-30 04:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,1,1899-12-30 06:30:00,May,1,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,2,1899-12-30 02:35:00,May,2,1899-12-30 04:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,2,1899-12-30 06:30:00,May,2,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,May,2,1899-12-30 10:50:00,May,2,1899-12-30 12:55:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,3,1899-12-30 06:30:00,May,3,1899-12-30 08:35:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,3,1899-12-30 08:40:00,May,3,1899-12-30 10:45:00,3340000,945000,4285000
Vietjet,Eco,Phú Quốc,Hà Nội,May,3,1899-12-30 11:10:00,May,3,1899-12-30 01:05:00,3340000,945000,4285000
Vietjet,Eco,Hà Nội,Phú Quốc,May,4,1899-12-30 06:30:00,May,4,1899-12-30 08:35:00,3340000,945000,4285000
Vietnam Airlines,Business (BC)-I,Hà Nội,Đà Lạt,April,9,1899-12-30 07:45:00,April,9,1899-12-30 09:40:00,3309000,951000,4260000
Vietnam Airlines,Business (BC)-I,Hà Nội,Đà Lạt,April,28,1899-12-30 02:25:00,April,28,1899-12-30 04:20:00,3309000,951000,4260000
Vietnam Airlines,Business (BC)-I,TP HCM,Thanh Hóa,April,28,1899-12-30 04:30:00,April,28,1899-12-30 06:30:00,3309000,951000,4260000
Vietnam Airlines,Business (BC)-I,TP HCM,Thanh Hóa,May,3,1899-12-30 04:30:00,May,3,1899-12-30 06:30:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-C,Quy Nhơn,Hà Nội,April,4,1899-12-30 04:30:00,April,4,1899-12-30 06:10:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-J,Đà Nẵng,Hà Nội,April,4,1899-12-30 03:10:00,April,4,1899-12-30 04:30:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-J,Hà Nội,Đà Nẵng,April,29,1899-12-30 07:45:00,April,29,1899-12-30 09:10:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-J,Đà Nẵng,Hà Nội,May,2,1899-12-30 01:30:00,May,2,1899-12-30 02:50:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-J,Đà Nẵng,Hà Nội,May,2,1899-12-30 05:10:00,May,2,1899-12-30 06:30:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-J,Đà Nẵng,Hà Nội,May,2,1899-12-30 05:45:00,May,2,1899-12-30 07:05:00,3309000,951000,4260000
Vietnam Airlines,Business (BF)-J,Đà Nẵng,Hà Nội,May,3,1899-12-30 03:30:00,May,3,1899-12-30 04:50:00,3309000,951000,4260000
Vietjet,Eco,Hà Nội,Nha Trang,April,17,1899-12-30 07:35:00,April,17,1899-12-30 09:15:00,1838000,1487800,4145800
Bamboo Airways,Buz smart,Hà Nội,Đà Lạt,April,3,1899-12-30 05:55:00,April,3,1899-12-30 07:45:00,3200000,942000,4142000
Bamboo Airways,Buz smart,Nha Trang,Hà Nội,April,6,1899-12-30 04:15:00,April,6,1899-12-30 06:05:00,3200000,942000,4142000
Bamboo Airways,Buz smart,Nha Trang,Hà Nội,April,18,1899-12-30 04:15:00,April,18,1899-12-30 06:05:00,3200000,942000,4142000
Bamboo Airways,Buz smart,Nha Trang,Hà Nội,April,26,1899-12-30 02:50:00,April,26,1899-12-30 04:40:00,3200000,942000,4142000
Vietnam Airlines,Economy (EC)-N,Đà Lạt,Hà Nội,April,6,1899-12-30 03:25:00,April,6,1899-12-30 05:25:00,2618000,1502000,4120000
Vietjet,Eco,Hà Nội,Đà Nẵng,April,24,1899-12-30 07:55:00,April,24,1899-12-30 09:15:00,1328000,1479800,4057800
Bamboo Airways,Buz smart,Hà Nội,Quy Nhơn,April,3,1899-12-30 07:40:00,April,3,1899-12-30 09:20:00,3100000,932000,4032000
Bamboo Airways,Buz smart,Hà Nội,Quy Nhơn,April,30,1899-12-30 12:45:00,April,30,1899-12-30 02:25:00,3100000,932000,4032000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,1,1899-12-30 03:20:00,April,1,1899-12-30 05:35:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,1,1899-12-30 03:45:00,April,1,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,1,1899-12-30 12:50:00,April,1,1899-12-30 03:05:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,3,1899-12-30 01:45:00,April,3,1899-12-30 04:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,3,1899-12-30 03:20:00,April,3,1899-12-30 05:35:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,3,1899-12-30 06:30:00,April,3,1899-12-30 08:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,4,1899-12-30 07:55:00,April,4,1899-12-30 10:10:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,5,1899-12-30 01:25:00,April,5,1899-12-30 03:40:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,5,1899-12-30 10:30:00,April,5,1899-12-30 12:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,5,1899-12-30 11:30:00,April,5,1899-12-30 01:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,6,1899-12-30 03:45:00,April,6,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,6,1899-12-30 11:30:00,April,6,1899-12-30 01:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,8,1899-12-30 06:30:00,April,8,1899-12-30 08:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,8,1899-12-30 10:30:00,April,8,1899-12-30 12:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,9,1899-12-30 04:10:00,April,9,1899-12-30 06:25:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,10,1899-12-30 01:45:00,April,10,1899-12-30 04:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,12,1899-12-30 01:25:00,April,12,1899-12-30 03:40:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,12,1899-12-30 06:30:00,April,12,1899-12-30 08:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,13,1899-12-30 03:45:00,April,13,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,15,1899-12-30 07:55:00,April,15,1899-12-30 10:10:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,15,1899-12-30 10:30:00,April,15,1899-12-30 12:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,17,1899-12-30 03:20:00,April,17,1899-12-30 05:35:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,17,1899-12-30 03:45:00,April,17,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,17,1899-12-30 12:50:00,April,17,1899-12-30 03:05:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,19,1899-12-30 01:25:00,April,19,1899-12-30 03:40:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,19,1899-12-30 06:30:00,April,19,1899-12-30 08:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,20,1899-12-30 01:25:00,April,20,1899-12-30 03:40:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,20,1899-12-30 03:45:00,April,20,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,21,1899-12-30 01:25:00,April,21,1899-12-30 03:40:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,22,1899-12-30 07:55:00,April,22,1899-12-30 10:10:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,23,1899-12-30 01:05:00,April,23,1899-12-30 03:20:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,24,1899-12-30 01:45:00,April,24,1899-12-30 04:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,24,1899-12-30 03:45:00,April,24,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,26,1899-12-30 01:25:00,April,26,1899-12-30 03:40:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,26,1899-12-30 03:45:00,April,26,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,26,1899-12-30 06:30:00,April,26,1899-12-30 08:45:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,Hà Nội,April,27,1899-12-30 03:45:00,April,27,1899-12-30 06:00:00,3009000,921000,3930000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Phú Quốc,April,28,1899-12-30 08:20:00,April,28,1899-12-30 10:35:00,3009000,921000,3930000
Bamboo Airways,Buz Flex,TP HCM,Nha Trang,April,30,1899-12-30 12:55:00,April,30,1899-12-30 02:05:00,3000000,922000,3922000
Vietnam Airlines,Economy (EF)-S,Phú Quốc,TP HCM,May,3,1899-12-30 11:55:00,May,3,1899-12-30 01:05:00,2418000,1482000,3900000
Vietnam Airlines,Business (BC)-I,Quy Nhơn,Hà Nội,April,18,1899-12-30 04:30:00,April,18,1899-12-30 06:10:00,2909000,911000,3820000
Vietnam Airlines,Business (BF)-C,Đà Nẵng,Hà Nội,April,4,1899-12-30 05:10:00,April,4,1899-12-30 06:30:00,2909000,911000,3820000
Vietnam Airlines,Business (BF)-C,Đà Nẵng,Hà Nội,May,2,1899-12-30 07:10:00,May,2,1899-12-30 08:30:00,2909000,911000,3820000
Pacific Airlines,Economy (EF)-S,TP HCM,Phú Quốc,April,2,1899-12-30 07:05:00,April,2,1899-12-30 08:10:00,2318000,1472000,3790000
Bamboo Airways,Eco Flex,Nha Trang,Hà Nội,April,5,1899-12-30 04:15:00,April,5,1899-12-30 06:05:00,2830000,905000,3735000
Bamboo Airways,Eco Flex,Nha Trang,Hà Nội,April,10,1899-12-30 04:15:00,April,10,1899-12-30 06:05:00,2830000,905000,3735000
Bamboo Airways,Eco Flex,Nha Trang,Hà Nội,April,11,1899-12-30 05:00:00,April,11,1899-12-30 06:50:00,2830000,905000,3735000
Bamboo Airways,Eco Flex,Nha Trang,Hà Nội,April,12,1899-12-30 02:50:00,April,12,1899-12-30 04:40:00,2830000,905000,3735000
Vietnam Airlines,Economy (EG)-M,TP HCM,Hải Phòng,April,1,1899-12-30 02:25:00,April,1,1899-12-30 04:30:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hải Phòng,TP HCM,April,1,1899-12-30 04:45:00,April,1,1899-12-30 07:00:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hải Phòng,TP HCM,April,1,1899-12-30 05:25:00,April,1,1899-12-30 07:40:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Vinh,April,1,1899-12-30 08:25:00,April,1,1899-12-30 10:20:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Nha Trang,April,1,1899-12-30 09:15:00,April,1,1899-12-30 11:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Đà Lạt,April,1,1899-12-30 12:45:00,April,1,1899-12-30 02:45:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,April,3,1899-12-30 10:20:00,April,3,1899-12-30 12:20:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,April,4,1899-12-30 09:50:00,April,4,1899-12-30 11:35:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Nha Trang,Hà Nội,April,4,1899-12-30 11:55:00,April,4,1899-12-30 01:55:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Nha Trang,Hà Nội,April,5,1899-12-30 03:05:00,April,5,1899-12-30 05:05:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,April,5,1899-12-30 03:25:00,April,5,1899-12-30 05:25:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,April,5,1899-12-30 05:00:00,April,5,1899-12-30 07:00:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Nha Trang,Hà Nội,April,5,1899-12-30 09:15:00,April,5,1899-12-30 11:10:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,April,5,1899-12-30 10:20:00,April,5,1899-12-30 12:20:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,TP HCM,April,6,1899-12-30 01:00:00,April,6,1899-12-30 03:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,6,1899-12-30 02:05:00,April,6,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Hà Nội,April,6,1899-12-30 04:00:00,April,6,1899-12-30 06:10:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hải Phòng,TP HCM,April,6,1899-12-30 07:40:00,April,6,1899-12-30 09:55:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Hà Nội,April,6,1899-12-30 10:00:00,April,6,1899-12-30 12:10:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,6,1899-12-30 11:25:00,April,6,1899-12-30 01:25:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Nha Trang,April,10,1899-12-30 09:15:00,April,10,1899-12-30 11:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,14,1899-12-30 01:55:00,April,14,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,14,1899-12-30 11:25:00,April,14,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,15,1899-12-30 01:55:00,April,15,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,15,1899-12-30 11:25:00,April,15,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,16,1899-12-30 01:55:00,April,16,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,17,1899-12-30 01:55:00,April,17,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,17,1899-12-30 11:25:00,April,17,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,18,1899-12-30 01:55:00,April,18,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,18,1899-12-30 11:25:00,April,18,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Nha Trang,Hà Nội,April,19,1899-12-30 03:05:00,April,19,1899-12-30 05:05:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,19,1899-12-30 11:25:00,April,19,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,20,1899-12-30 01:55:00,April,20,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,20,1899-12-30 11:25:00,April,20,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,21,1899-12-30 01:55:00,April,21,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Vinh,April,21,1899-12-30 08:25:00,April,21,1899-12-30 10:20:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Hải Phòng,April,21,1899-12-30 08:40:00,April,21,1899-12-30 10:45:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Vinh,TP HCM,April,21,1899-12-30 11:10:00,April,21,1899-12-30 01:10:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,21,1899-12-30 11:25:00,April,21,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,22,1899-12-30 01:55:00,April,22,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,22,1899-12-30 07:10:00,April,22,1899-12-30 09:20:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,22,1899-12-30 11:25:00,April,22,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,23,1899-12-30 01:55:00,April,23,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,24,1899-12-30 01:55:00,April,24,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,24,1899-12-30 04:30:00,April,24,1899-12-30 06:30:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Vinh,April,24,1899-12-30 04:45:00,April,24,1899-12-30 06:40:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,24,1899-12-30 07:10:00,April,24,1899-12-30 09:20:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Hải Phòng,April,24,1899-12-30 10:45:00,April,24,1899-12-30 12:50:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,24,1899-12-30 11:25:00,April,24,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hải Phòng,TP HCM,April,25,1899-12-30 07:40:00,April,25,1899-12-30 09:55:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,25,1899-12-30 11:25:00,April,25,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,26,1899-12-30 01:55:00,April,26,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,26,1899-12-30 11:25:00,April,26,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,27,1899-12-30 01:55:00,April,27,1899-12-30 04:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,27,1899-12-30 11:25:00,April,27,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Thanh Hóa,TP HCM,April,28,1899-12-30 01:55:00,April,28,1899-12-30 04:05:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,TP HCM,Thanh Hóa,April,28,1899-12-30 11:15:00,April,28,1899-12-30 01:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Nha Trang,April,29,1899-12-30 03:25:00,April,29,1899-12-30 05:25:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Nha Trang,April,29,1899-12-30 07:10:00,April,29,1899-12-30 09:10:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Nha Trang,April,29,1899-12-30 09:15:00,April,29,1899-12-30 11:15:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Hà Nội,Nha Trang,April,29,1899-12-30 12:25:00,April,29,1899-12-30 02:25:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,May,2,1899-12-30 03:25:00,May,2,1899-12-30 05:25:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Đà Lạt,Hà Nội,May,2,1899-12-30 05:00:00,May,2,1899-12-30 07:00:00,2829000,903000,3732000
Vietnam Airlines,Economy (EG)-M,Nha Trang,Hà Nội,May,3,1899-12-30 09:45:00,May,3,1899-12-30 11:45:00,2829000,903000,3732000
Vietnam Airlines,Business (BF)-J,Phú Quốc,TP HCM,April,4,1899-12-30 05:25:00,April,4,1899-12-30 06:35:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,Phú Quốc,TP HCM,April,25,1899-12-30 03:20:00,April,25,1899-12-30 04:30:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,TP HCM,Phú Quốc,April,30,1899-12-30 06:55:00,April,30,1899-12-30 08:00:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,TP HCM,Phú Quốc,April,30,1899-12-30 07:25:00,April,30,1899-12-30 08:30:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,TP HCM,Nha Trang,April,30,1899-12-30 07:40:00,April,30,1899-12-30 08:55:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,Nha Trang,TP HCM,May,2,1899-12-30 05:45:00,May,2,1899-12-30 06:55:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,Phú Quốc,TP HCM,May,2,1899-12-30 06:45:00,May,2,1899-12-30 07:55:00,2809000,901000,3710000
Vietnam Airlines,Business (BF)-J,Nha Trang,TP HCM,May,2,1899-12-30 12:10:00,May,2,1899-12-30 01:20:00,2809000,901000,3710000
